Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.238s)
CreateVariables () DONE !!!
Creating 7 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6
2.00	1.88	0.00	1.88	1.99	0.00	0.00	1.93
3.00	1.50	0.67	1.15	2.00	1.48	1.98	2.00
4.00	2.00	1.90	2.00	2.00	1.99	1.97	1.99
5.00	1.99	1.92	2.00	2.00	2.00	1.93	2.00
6.00	2.00	1.94	2.00	2.00	1.99	1.94	1.99
7.00	2.00	1.90	1.99	2.00	2.00	1.93	2.00
8.00	2.00	1.94	2.00	1.99	1.99	1.97	1.99
9.00	2.00	1.90	2.00	2.00	1.99	1.90	2.00
10.00	2.00	1.91	2.00	2.00	2.00	1.93	2.00
11.00	1.99	1.95	2.00	2.00	2.00	1.97	1.98
12.00	2.00	1.94	2.00	2.00	1.99	1.98	1.99
13.00	2.00	1.93	2.00	2.00	2.00	1.95	2.00
14.00	2.00	1.92	1.99	1.99	2.00	1.93	2.00
15.00	2.00	1.93	2.00	2.00	2.00	1.93	2.00
16.00	2.00	1.94	2.00	2.00	2.00	1.91	2.00
17.00	1.99	1.92	2.00	2.00	2.00	1.93	1.99
18.00	1.99	1.92	2.00	2.00	1.99	1.95	2.00
19.00	1.99	1.88	2.00	2.00	2.00	1.91	2.00
20.00	1.99	1.95	1.99	1.99	2.00	1.93	2.00
21.00	2.00	1.95	2.00	2.00	2.00	1.91	2.00
22.00	1.99	1.94	2.00	2.00	1.99	1.94	2.00
23.00	1.98	1.91	2.00	2.00	2.00	1.92	1.99
24.00	2.00	1.93	2.00	2.00	2.00	1.95	2.00
25.00	2.00	1.90	2.00	2.00	1.98	1.93	2.00
26.00	2.00	1.94	1.99	1.99	2.00	1.93	1.99
27.00	2.00	1.88	2.00	2.00	2.00	1.94	2.00
28.00	2.00	1.92	2.00	2.00	2.00	1.91	1.99
29.00	2.00	1.91	2.00	2.00	2.00	1.93	1.99
30.00	1.99	1.94	2.00	2.00	1.99	1.95	2.00
31.00	2.00	1.91	2.00	2.00	2.00	1.93	2.00
32.00	1.99	1.92	1.99	1.99	2.00	1.94	1.99
33.00	2.00	1.92	2.00	2.00	2.00	1.91	2.00
34.00	2.00	1.93	2.00	2.00	2.00	1.85	2.00
35.00	1.98	1.90	2.00	2.00	2.00	1.90	2.00
36.00	2.00	1.95	2.00	2.00	2.00	1.91	1.99
37.00	2.00	1.92	2.00	2.00	1.99	1.93	2.00
38.00	2.00	1.93	1.99	1.99	1.98	1.92	2.00
39.00	2.00	1.91	2.00	2.00	2.00	1.94	2.00
40.00	2.00	1.94	2.00	2.00	2.00	1.97	2.00
41.00	2.00	1.95	2.00	2.00	1.99	1.95	2.00
42.00	1.99	1.88	2.00	2.00	2.00	1.94	1.99
43.00	2.00	1.92	2.00	2.00	1.99	1.93	2.00
44.00	2.00	1.91	1.99	1.99	1.99	1.95	1.99
45.00	2.00	1.94	2.00	2.00	2.00	1.97	2.00
46.00	2.00	1.93	2.00	2.00	2.00	1.92	2.00
47.00	1.99	1.95	2.00	2.00	2.00	1.88	2.00
48.00	1.99	1.88	2.00	2.00	2.00	1.95	1.99
49.00	1.99	1.91	2.00	2.00	1.99	1.90	2.00
50.00	2.00	1.94	1.99	2.00	2.00	1.92	2.00
51.00	2.00	1.91	2.00	1.99	2.00	1.95	2.00
52.00	2.00	1.88	2.00	2.00	1.99	1.94	2.00
53.00	2.00	1.90	2.00	2.00	2.00	1.91	2.00
54.00	1.99	1.90	2.00	2.00	2.00	1.93	2.00
55.00	2.00	1.93	2.00	2.00	1.99	1.93	1.99
56.00	2.00	1.88	2.00	2.00	1.99	1.93	2.00
57.00	2.00	1.92	1.99	1.99	2.00	1.95	2.00
58.00	2.00	1.88	2.00	2.00	2.00	1.91	2.00
59.00	2.00	1.95	2.00	2.00	2.00	1.92	2.00
60.00	1.99	1.88	2.00	2.00	2.00	1.94	1.99
61.00	2.00	1.95	2.00	2.00	2.00	1.91	2.00
62.00	2.00	1.91	2.00	2.00	1.99	1.95	1.99
63.00	2.00	1.88	1.99	1.99	2.00	1.93	2.00
64.00	2.00	1.93	2.00	2.00	2.00	1.94	2.00
65.00	2.00	1.95	2.00	2.00	1.99	1.92	2.00
66.00	1.99	1.91	2.00	2.00	2.00	1.93	1.99
67.00	2.00	1.94	2.00	2.00	2.00	1.93	2.00
