Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.673s)
CreateVariables () DONE !!!
Creating 25 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24
2.00	6.89	6.29	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.34	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.42	0.00	0.00	0.00	0.00	0.00
3.00	6.90	6.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	6.90	6.30	1.30	0.02	0.14	0.18	0.00	0.00	0.00	0.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.48	0.00	0.00	0.00
5.00	6.90	6.30	4.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.05	0.00	0.00	0.00	0.01	0.00	0.26	0.00	0.00	0.00	0.13	0.48	0.00	0.01
6.00	6.90	6.30	0.73	0.00	0.00	0.02	0.00	0.00	0.00	0.53	0.05	0.24	0.18	0.24	0.00	0.08	0.00	0.34	0.00	0.91	0.00	0.19	0.00	0.00	0.00
7.00	6.90	6.30	0.24	0.00	0.00	0.16	0.00	0.07	0.00	0.16	0.71	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.07
8.00	6.90	6.30	0.00	0.05	0.31	0.00	0.00	0.12	0.00	1.25	0.26	0.14	0.00	0.00	0.00	0.34	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00
9.00	6.90	6.30	0.00	0.02	0.00	0.00	0.00	0.31	0.00	1.24	0.28	0.14	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.44	0.00	0.00	0.00	0.00	0.00
10.00	6.90	6.30	0.00	0.05	0.00	0.20	0.00	0.00	0.00	0.44	1.06	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11.00	6.90	6.30	0.00	0.31	0.00	0.24	0.00	0.00	0.00	0.00	0.66	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
12.00	6.90	6.30	0.42	0.02	0.00	0.00	0.05	0.00	0.00	0.71	0.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.99	0.00	0.00	2.54	0.00	0.00
