Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.154s)
CreateVariables () DONE !!!
Creating 22 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21
2.00	7.49	6.88	6.56	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.48	0.00	1.71	0.27	0.00	0.00	0.00	0.00	0.00	0.00
3.00	7.50	6.90	6.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.21	0.00	0.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	7.50	6.90	6.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.77	0.00	0.00	0.00	0.00	0.00	0.00	0.02
5.00	7.50	6.90	6.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.11	0.01	0.00	0.00	0.00	0.28	0.00	0.00
6.00	7.50	6.90	6.61	0.00	0.00	0.00	0.00	0.99	0.00	0.00	0.49	0.00	0.00	0.00	0.00	0.02	0.05	0.00	0.00	0.18	0.00	0.80
7.00	7.50	6.90	6.59	0.00	0.00	0.00	0.00	0.00	0.49	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.13
8.00	7.50	6.90	6.61	0.00	0.00	0.00	0.00	0.99	0.00	0.00	0.00	0.00	0.49	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00
9.00	7.50	6.90	6.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00
10.00	7.49	6.90	6.61	0.00	0.00	0.00	0.26	0.00	1.86	0.00	0.00	0.00	0.00	0.00	0.89	1.92	1.37	0.00	0.05	0.00	0.00	0.00
11.00	7.50	6.90	6.59	0.00	0.00	0.00	1.21	0.92	1.12	0.00	1.42	0.00	2.00	0.00	0.00	0.13	0.58	0.00	0.00	0.00	0.00	0.00
